    0.3033566E+03    0.9608312E+02   -0.4192143E-01    0.5986769E-01    0.8865957E-01
    0.2963332E+03    0.9636931E+02    0.8365260E-01   -0.5214371E-02   -0.2601226E-01
    0.3033678E+03    0.9640928E+02   -0.1261895E+00   -0.6906702E-01    0.1310297E+00
    0.3003182E+03    0.9682487E+02    0.2780397E-02    0.6946647E-01    0.2623736E-01
    0.2990097E+03    0.9660322E+02   -0.3703284E-01    0.1754472E+00    0.3132699E-01
    0.3035150E+03    0.9672981E+02   -0.4097881E-01   -0.1997620E+00   -0.1148775E-01
    0.2984030E+03    0.9612782E+02    0.5695108E-01    0.4319484E-01    0.9284573E-01
    0.2985561E+03    0.9688447E+02   -0.7155790E-01   -0.2359970E-01   -0.5456346E-03
    0.2985315E+03    0.9606995E+02   -0.1022122E+00    0.6764442E-02    0.8974483E-01
    0.2996799E+03    0.9636380E+02   -0.1356169E-01   -0.1329973E+00    0.1103181E+00
    0.2967662E+03    0.9686486E+02   -0.5595312E-01    0.5867217E-01    0.1993068E+00
    0.3006980E+03    0.9600319E+02   -0.7213127E-01    0.1261984E-01   -0.1211958E+00
    0.3021617E+03    0.9681135E+02   -0.2568842E-02   -0.3441416E-01    0.3800580E-02
    0.2984976E+03    0.9655043E+02   -0.1158149E-01   -0.9772256E-01    0.1115870E+00
    0.2991981E+03    0.9604090E+02   -0.5257341E-01   -0.3675949E-01   -0.2227665E+00
    0.3020684E+03    0.9606024E+02    0.1144762E-01    0.3584156E-01   -0.1857357E-01
    0.3030455E+03    0.9655071E+02   -0.4990623E-01    0.3154687E-01    0.9631938E-02
    0.2992140E+03    0.9658336E+02   -0.2219149E-01    0.4283565E-01   -0.5889787E-01
    0.3009261E+03    0.9674360E+02    0.6689382E-01    0.3401635E-01   -0.3819208E-01
    0.3010609E+03    0.9650678E+02    0.2133032E+00   -0.1045049E+00   -0.3032611E-01
    0.2993394E+03    0.9673937E+02   -0.1406131E-01    0.3293085E-01    0.7619558E-01
    0.2961944E+03    0.9698145E+02   -0.8520768E-01    0.5621078E-01   -0.6805121E-01
    0.3024348E+03    0.9611448E+02    0.6440283E-01   -0.9689944E-01   -0.1554876E-01
    0.2992778E+03    0.9696379E+02   -0.4662469E-02   -0.5086608E-01   -0.4237991E-01
    0.3037357E+03    0.9682341E+02   -0.8616761E-01    0.2004917E-01    0.3628004E-01
    0.2995113E+03    0.9620435E+02   -0.7583129E-01    0.6747219E-01    0.6856183E-01
    0.2994190E+03    0.9615884E+02    0.1130361E-01   -0.1086684E+00   -0.1592777E-01
    0.3001974E+03    0.9633711E+02    0.8412573E-01    0.7723781E-01    0.1216393E+00
    0.2996993E+03    0.9667577E+02   -0.1819410E+00    0.9920570E-01   -0.1491266E-01
    0.3011596E+03    0.9625094E+02   -0.5826509E-01   -0.1164961E-01   -0.5238645E-01
    0.3003092E+03    0.9651714E+02    0.1383897E-01    0.7532211E-02    0.1463199E+00
    0.3022194E+03    0.9699062E+02    0.2289845E-01   -0.8074183E-02   -0.5961123E-01
    0.3031797E+03    0.9693746E+02   -0.1848158E-02    0.3212063E-01    0.3805712E-01
    0.2974576E+03    0.9656192E+02    0.1130299E+00   -0.6661530E-01    0.1306267E+00
    0.3030246E+03    0.9632644E+02   -0.5112862E-02    0.8616569E-01   -0.8882233E-03
    0.2985988E+03    0.9664965E+02    0.1687384E+00    0.6918544E-01    0.9083091E-01
    0.2989722E+03    0.9614270E+02   -0.9041176E-01   -0.1194546E+00   -0.4583611E-01
    0.3036718E+03    0.9697198E+02   -0.3198577E-01    0.1453412E+00    0.7933734E-01
    0.3006528E+03    0.9655109E+02   -0.4766254E-01   -0.6961502E-01   -0.9776376E-01
    0.2998928E+03    0.9611438E+02    0.2923231E-01    0.6141717E-01    0.6845404E-02
    0.3019747E+03    0.9602562E+02   -0.8551913E-01   -0.4836474E-01    0.1394855E+00
    0.2974678E+03    0.9633706E+02    0.9028076E-02    0.3458770E-01   -0.1365402E-01
    0.3011685E+03    0.9620772E+02   -0.8449744E-01    0.1494337E+00   -0.2525740E-01
    0.3009789E+03    0.9639484E+02    0.1871001E+00   -0.3689547E-01   -0.2987394E-01
    0.3000571E+03    0.9615240E+02   -0.1828996E-02    0.1628454E-01    0.1110438E+00
    0.2960864E+03    0.9670772E+02   -0.9622074E-01   -0.1067606E-01    0.3221938E-01
    0.2994756E+03    0.9628182E+02   -0.2938955E-01    0.1234946E+00    0.3877371E-01
    0.2988620E+03    0.9695504E+02    0.7455285E-02   -0.1607828E+00    0.3342734E-01
